chr	position	GM06990_ABL1	GM06990_MLLT3
8	33700001	-0.651933222	-0.181629164
8	33800001	-0.954594591	-0.181629164
8	33900001	-0.651933222	-0.825809256
8	34000001	-0.349271924	-0.50371923
8	34100001	-0.349271924	-0.825809256
8	34200001	-0.349271924	-0.825809256
8	34300001	-0.349271924	-0.825809256
8	34400001	-0.046610519	-1.147899242
8	34500001	-0.046610519	-0.825809256
8	34600001	-0.046610519	-1.147899242
8	34700001	-0.046610519	-0.825809256
8	34800001	-0.046610519	-0.50371923
8	34900001	-0.651933222	-0.181629164
8	35000001	-0.954594591	0.462550726
8	35100001	-0.954594591	1.428820966
8	35200001	-1.257255924	1.428820966
8	35300001	-1.257255924	1.750910911
8	35400001	-1.559917257	2.395090801
8	35500001	-1.559917257	2.395090801
8	35600001	-1.257255924	2.717180746
8	35700001	-1.257255924	2.717180746
8	35800001	-1.257255924	2.395090801
8	35900001	-1.257255924	2.073000856
8	36000001	-1.257255924	1.428820966
8	36100001	-1.257255924	0.462550726
8	36200001	-1.257255924	0.462550726
8	36300001	-1.257255924	0.462550726
8	36400001	-1.257255924	0.140460781
8	36500001	-0.651933222	0.784640833
8	36600001	-0.954594591	0.784640833
8	36700001	-0.954594591	0.462550726
8	36800001	-0.954594591	0.462550726
8	36900001	-0.651933222	0.462550726
8	37000001	-0.651933222	0.140460781
8	37100001	-0.349271924	0.462550726
8	37200001	-0.046610519	1.428820966
8	37300001	-0.046610519	1.106730859
8	37400001	0.256050886	0.784640833
8	37500001	-0.046610519	-0.181629164
8	37600001	-0.046610519	-0.181629164
8	37700001	-0.046610519	0.784640833
8	37800001	-0.046610519	1.106730859
8	37900001	0.256050886	2.073000856
8	38000001	0.256050886	2.717180746
8	38100001	0.256050886	2.717180746
8	38200001	-0.046610519	1.750910911
8	38300001	-0.046610519	2.395090801
8	38400001	-0.349271924	2.717180746
8	38500001	-0.651933222	3.361361041
8	38600001	-0.349271924	3.039271096
8	38700001	-0.349271924	2.073000856
8	38800001	-0.046610519	1.750910911
8	38900001	-0.651933222	0.784640833
8	39000001	-0.651933222	0.140460781
8	39100001	-0.651933222	0.462550726
8	39200001	-0.651933222	0.462550726
8	39300001	-0.651933222	-0.181629164
8	39400001	0.256050886	-0.181629164
8	39500001	0.256050886	-0.825809256
8	39600001	-0.046610519	0.140460781
8	39700001	0.256050886	0.784640833
8	39800001	-0.046610519	0.784640833
8	39900001	0.256050886	1.428820966
8	40000001	0.256050886	1.428820966
8	40100001	0.256050886	0.784640833
8	40200001	0.558712183	0.784640833
8	40300001	0.558712183	0.784640833
8	40400001	0.558712183	0.462550726
8	40500001	0.558712183	0.462550726
8	40600001	0.861373481	-0.181629164
8	40700001	0.861373481	-0.825809256
8	40800001	0.861373481	-0.825809256
8	40900001	0.558712183	-0.825809256
8	41000001	0.558712183	-0.825809256
8	41100001	0.861373481	-0.825809256
8	41200001	0.558712183	-0.825809256
8	41300001	0.558712183	-0.825809256
8	41400001	-0.046610519	-0.50371923
8	41500001	0.256050886	-0.50371923
8	41600001	-0.046610519	-0.50371923
8	41700001	-0.349271924	-0.50371923
8	41800001	-0.349271924	-0.50371923
8	41900001	-0.349271924	-1.147899242
8	42000001	-0.349271924	-0.825809256
8	42100001	-0.651933222	-0.50371923
8	42200001	-0.651933222	-0.50371923
8	42300001	-0.651933222	-0.181629164
8	42400001	-0.954594591	-0.50371923
8	42500001	-1.257255924	-0.50371923
8	42600001	-0.954594591	-0.825809256
8	42700001	-0.954594591	-0.825809256
8	42800001	-0.954594591	-0.825809256
8	42900001	-0.954594591	-0.825809256
8	43000001	-0.954594591	-1.147899242
8	43100001	-1.257255924	-1.469989268
8	43200001	-1.257255924	-1.469989268
8	43300001	-1.257255924	-1.792079294
8	43400001	-1.257255924	-1.792079294
8	43500001	-1.257255924	-1.792079294
8	43600001	-1.559917257	-1.792079294
8	43700001	-1.559917257	-1.792079294
8	43800001	-1.559917257	-1.792079294
8	43900001	-1.559917257	-1.792079294
8	44000001	-1.559917257	-1.792079294
8	44100001	-1.559917257	-1.792079294
8	44200001	-1.559917257	-1.792079294
8	44300001	-1.559917257	-1.792079294
8	44400001	-1.559917257	-1.792079294
8	44500001	-1.559917257	-1.792079294
8	44600001	-1.559917257	-1.792079294
8	44700001	-1.559917257	-1.792079294
8	44800001	-1.559917257	-1.792079294
8	44900001	-1.559917257	-1.792079294
8	45000001	-1.559917257	-1.792079294
8	45100001	-1.559917257	-1.792079294
8	45200001	-1.559917257	-1.792079294
8	45300001	-1.559917257	-1.792079294
8	45400001	-1.559917257	-1.792079294
8	45500001	-1.559917257	-1.792079294
8	45600001	-1.559917257	-1.792079294
8	45700001	-1.559917257	-1.792079294
8	45800001	-1.559917257	-1.792079294
8	45900001	-1.559917257	-1.469989268
8	46000001	-1.257255924	-1.147899242
8	46100001	-1.257255924	-0.825809256
8	46200001	-0.349271924	-0.825809256
8	46300001	-0.349271924	-0.825809256
8	46400001	-0.349271924	-0.825809256
8	46500001	-0.349271924	-0.825809256
8	46600001	-0.046610519	-0.825809256
8	46700001	-0.046610519	-0.825809256
8	46800001	-0.046610519	-0.825809256
8	46900001	0.861373481	-1.147899242
8	47000001	0.558712183	-0.825809256
8	47100001	0.558712183	-0.50371923
8	47200001	-0.046610519	-0.50371923
8	47300001	0.256050886	-0.181629164
8	47400001	0.558712183	-0.181629164
8	47500001	0.558712183	0.140460781
8	47600001	0.256050886	0.784640833
8	47700001	0.558712183	0.784640833
8	47800001	1.164034779	1.106730859
8	47900001	0.256050886	1.428820966
8	48000001	0.256050886	0.784640833
8	48100001	0.558712183	0.462550726
8	48200001	0.256050886	0.462550726
8	48300001	-0.046610519	0.462550726
8	48400001	-0.046610519	0.462550726
8	48500001	-0.046610519	0.462550726
8	48600001	0.256050886	0.140460781
8	48700001	-0.046610519	0.140460781
8	48800001	-0.651933222	-0.181629164
8	48900001	-0.651933222	-0.50371923
8	49000001	-0.651933222	-0.50371923
8	49100001	-0.349271924	-0.50371923
8	49200001	-0.349271924	-0.181629164
8	49300001	-0.349271924	-0.181629164
8	49400001	-0.651933222	0.140460781
8	49500001	-0.046610519	0.140460781
8	49600001	-0.046610519	-0.181629164
8	49700001	-0.046610519	0.462550726
8	49800001	-0.046610519	0.462550726
8	49900001	-0.046610519	0.462550726
8	50000001	-0.046610519	0.462550726
8	50100001	-0.651933222	0.140460781
8	50200001	-0.651933222	-0.181629164
8	50300001	-0.349271924	-0.50371923
8	50400001	-0.349271924	-0.825809256
8	50500001	-0.954594591	-1.147899242
8	50600001	-0.954594591	-0.825809256
8	50700001	-0.954594591	-1.147899242
8	50800001	-0.954594591	-1.147899242
8	50900001	-0.651933222	-0.825809256
8	51000001	-0.651933222	-0.825809256
8	51100001	-0.651933222	-0.825809256
8	51200001	-0.651933222	-0.825809256
8	51300001	-0.954594591	-0.825809256
8	51400001	-0.954594591	-0.50371923
8	51500001	-0.954594591	-0.50371923
8	51600001	-0.651933222	-0.825809256
8	51700001	-0.651933222	-1.147899242
8	51800001	-0.651933222	-1.147899242
8	51900001	-0.954594591	-1.469989268
8	52000001	-0.954594591	-0.825809256
8	52100001	-0.651933222	-0.50371923
8	52200001	-0.349271924	0.140460781
8	52300001	-0.349271924	0.784640833
8	52400001	-0.349271924	0.784640833
8	52500001	-0.349271924	0.784640833
8	52600001	-0.954594591	1.106730859
8	52700001	-0.651933222	1.750910911
8	52800001	-0.349271924	1.750910911
8	52900001	-0.349271924	1.750910911
8	53000001	-0.349271924	1.428820966
8	53100001	-0.349271924	1.428820966
8	53200001	-0.349271924	1.106730859
8	53300001	-0.349271924	0.462550726
8	53400001	-0.046610519	0.140460781
8	53500001	0.558712183	0.462550726
8	53600001	0.558712183	0.140460781
8	53700001	0.256050886	-0.50371923
8	53800001	-0.046610519	-0.50371923
8	53900001	-0.046610519	-0.50371923
8	54000001	-0.046610519	-0.825809256
8	54100001	-0.349271924	-0.825809256
8	54200001	-0.349271924	-1.147899242
8	54300001	-0.349271924	-0.50371923
8	54400001	-0.651933222	-0.50371923
8	54500001	-1.257255924	-0.825809256
8	54600001	-1.257255924	-0.825809256
8	54700001	-0.954594591	-0.50371923
8	54800001	-0.954594591	0.140460781
8	54900001	-0.954594591	0.140460781
8	55000001	-0.954594591	0.140460781
8	55100001	-0.954594591	0.140460781
8	55200001	-1.257255924	0.784640833
8	55300001	-0.954594591	0.462550726
8	55400001	-0.954594591	0.462550726
8	55500001	-0.954594591	0.462550726
8	55600001	-0.349271924	0.462550726
8	55700001	-0.651933222	0.784640833
8	55800001	-0.349271924	0.140460781
8	55900001	-0.046610519	0.140460781
8	56000001	0.256050886	0.140460781
8	56100001	0.558712183	0.140460781
8	56200001	0.861373481	-0.50371923
8	56300001	0.861373481	-0.50371923
8	56400001	0.861373481	-0.181629164
8	56500001	0.861373481	0.462550726
8	56600001	0.256050886	0.462550726
8	56700001	0.558712183	-0.181629164
8	56800001	0.558712183	0.462550726
8	56900001	0.558712183	0.784640833
8	57000001	0.256050886	0.784640833
8	57100001	-0.046610519	0.462550726
8	57200001	-0.349271924	1.106730859
8	57300001	-0.046610519	0.784640833
8	57400001	-0.046610519	1.106730859
8	57500001	-0.046610519	0.462550726
8	57600001	0.256050886	0.462550726
8	57700001	0.256050886	0.462550726
8	57800001	0.256050886	-0.181629164
8	57900001	0.256050886	-0.181629164
8	58000001	0.256050886	-0.181629164
8	58100001	0.256050886	-0.181629164
8	58200001	0.256050886	-0.825809256
8	58300001	-0.349271924	-0.50371923
8	58400001	-0.046610519	-0.825809256
8	58500001	0.558712183	-0.825809256
8	58600001	0.256050886	-0.181629164
8	58700001	0.256050886	0.462550726
8	58800001	-0.046610519	1.106730859
8	58900001	-0.349271924	1.106730859
8	59000001	-0.046610519	1.106730859
8	59100001	-0.046610519	1.106730859
8	59200001	-0.046610519	1.428820966
8	59300001	-0.046610519	1.428820966
8	59400001	-0.046610519	1.106730859
8	59500001	-0.349271924	1.428820966
8	59600001	-0.349271924	1.750910911
8	59700001	-0.046610519	1.428820966
8	59800001	-0.046610519	0.784640833
8	59900001	-0.046610519	0.462550726
8	60000001	0.256050886	1.428820966
8	60100001	0.256050886	1.750910911
8	60200001	0.256050886	1.750910911
8	60300001	0.861373481	1.428820966
8	60400001	0.861373481	1.750910911
8	60500001	0.558712183	1.428820966
8	60600001	0.558712183	0.462550726
8	60700001	-0.046610519	0.462550726
8	60800001	-0.046610519	0.462550726
8	60900001	0.256050886	0.784640833
8	61000001	-0.046610519	-0.181629164
8	61100001	0.256050886	-0.181629164
8	61200001	0.558712183	-0.50371923
8	61300001	0.256050886	1.106730859
8	61400001	0.256050886	1.106730859
8	61500001	0.256050886	1.106730859
8	61600001	0.558712183	1.428820966
8	61700001	0.861373481	1.428820966
8	61800001	0.861373481	1.428820966
8	61900001	1.466696076	1.106730859
8	62000001	1.466696076	1.106730859
8	62100001	1.466696076	1.428820966
8	62200001	1.466696076	1.428820966
8	62300001	1.164034779	-0.181629164
8	62400001	1.164034779	-0.50371923
8	62500001	1.164034779	-0.50371923
8	62600001	0.861373481	-0.825809256
8	62700001	0.558712183	-1.147899242
8	62800001	0.558712183	-1.147899242
8	62900001	-0.349271924	-1.147899242
8	63000001	-0.651933222	-1.147899242
8	63100001	-0.954594591	-1.792079294
8	63200001	-0.349271924	-1.792079294
8	63300001	-0.349271924	-1.469989268
8	63400001	-0.046610519	-1.469989268
8	63500001	0.256050886	-1.147899242
8	63600001	0.558712183	-0.50371923
8	63700001	0.558712183	-0.181629164
8	63800001	0.558712183	0.140460781
8	63900001	0.558712183	0.140460781
8	64000001	0.861373481	0.462550726
8	64100001	0.861373481	0.462550726
8	64200001	0.256050886	0.462550726
8	64300001	0.558712183	0.140460781
8	64400001	0.558712183	0.140460781
8	64500001	0.256050886	-0.181629164
8	64600001	0.558712183	-0.825809256
8	64700001	0.558712183	-0.825809256
8	64800001	0.558712183	-0.50371923
8	64900001	0.558712183	-0.50371923
8	65000001	0.256050886	-0.50371923
8	65100001	0.256050886	-0.181629164
8	65200001	0.256050886	0.140460781
8	65300001	-0.046610519	0.140460781
8	65400001	-0.651933222	0.140460781
8	65500001	-0.651933222	0.462550726
8	65600001	-1.257255924	0.462550726
8	65700001	-1.257255924	0.140460781
8	65800001	-0.954594591	-0.50371923
8	65900001	-0.651933222	-0.181629164
8	66000001	-0.349271924	-0.181629164
8	66100001	-0.349271924	0.140460781
8	66200001	-0.651933222	-0.181629164
8	66300001	-0.651933222	-0.181629164
8	66400001	-0.349271924	0.140460781
8	66500001	0.256050886	0.140460781
8	66600001	0.256050886	0.462550726
8	66700001	0.256050886	0.784640833
8	66800001	-0.046610519	1.106730859
8	66900001	-0.349271924	0.784640833
8	67000001	-0.651933222	0.462550726
8	67100001	-0.651933222	0.140460781
8	67200001	-0.651933222	0.140460781
8	67300001	-0.349271924	0.140460781
8	67400001	-0.651933222	-0.181629164
8	67500001	-0.651933222	-0.50371923
8	67600001	-0.046610519	-0.50371923
8	67700001	0.558712183	-0.50371923
8	67800001	0.861373481	-0.825809256
8	67900001	0.861373481	-0.825809256
8	68000001	1.164034779	-0.50371923
8	68100001	1.164034779	-0.825809256
8	68200001	1.164034779	-0.181629164
8	68300001	1.164034779	-0.181629164
8	68400001	1.164034779	-0.181629164
8	68500001	1.466696076	0.140460781
8	68600001	0.861373481	-0.181629164
8	68700001	0.558712183	-0.50371923
8	68800001	0.558712183	-0.181629164
8	68900001	0.861373481	-0.181629164
8	69000001	0.558712183	-0.50371923
8	69100001	0.558712183	-0.50371923
8	69200001	0.861373481	-0.825809256
8	69300001	0.558712183	-0.50371923
8	69400001	0.558712183	-0.181629164
8	69500001	-0.349271924	-0.181629164
8	69600001	-0.046610519	0.140460781
8	69700001	-0.046610519	0.140460781
8	69800001	-0.349271924	-0.181629164
8	69900001	-0.651933222	-0.181629164
8	70000001	-0.651933222	-0.181629164
8	70100001	-0.349271924	0.140460781
8	70200001	-0.651933222	-0.181629164
8	70300001	-0.651933222	-0.50371923
8	70400001	-0.046610519	-0.50371923
8	70500001	0.558712183	-0.825809256
8	70600001	0.558712183	-0.825809256
8	70700001	0.256050886	-0.50371923
8	70800001	0.256050886	-0.181629164
8	70900001	0.558712183	-0.181629164
8	71000001	0.558712183	-0.181629164
8	71100001	0.861373481	-0.181629164
8	71200001	0.861373481	0.140460781
8	71300001	1.164034779	0.140460781
8	71400001	0.558712183	-0.181629164
8	71500001	0.256050886	0.140460781
8	71600001	-0.046610519	-0.181629164
8	71700001	0.558712183	0.140460781
8	71800001	1.164034779	0.140460781
8	71900001	1.164034779	0.784640833
8	72000001	1.164034779	0.784640833
8	72100001	0.558712183	0.784640833
8	72200001	0.861373481	0.462550726
8	72300001	0.861373481	0.784640833
