chr	position	GM06990_ABL1	GM06990_MLLT3
8	72400001	0.861373481	1.106730859
8	72500001	0.861373481	1.428820966
8	72600001	0.861373481	1.750910911
8	72700001	0.558712183	1.106730859
8	72800001	-0.046610519	0.784640833
8	72900001	-0.349271924	0.462550726
8	73000001	0.256050886	1.106730859
8	73100001	0.256050886	0.784640833
8	73200001	-0.046610519	1.106730859
8	73300001	-0.349271924	0.784640833
8	73400001	-0.046610519	0.784640833
8	73500001	-0.349271924	0.140460781
8	73600001	-0.046610519	0.140460781
8	73700001	-0.349271924	0.140460781
8	73800001	-0.349271924	0.140460781
8	73900001	-0.046610519	0.140460781
8	74000001	-0.651933222	-0.181629164
8	74100001	0.256050886	-0.181629164
8	74200001	0.256050886	-0.181629164
8	74300001	0.256050886	-0.181629164
8	74400001	-0.046610519	-0.50371923
8	74500001	0.256050886	-0.50371923
8	74600001	-0.046610519	-0.825809256
8	74700001	-0.046610519	-0.50371923
8	74800001	0.861373481	-0.181629164
8	74900001	0.558712183	-0.181629164
8	75000001	0.558712183	0.140460781
8	75100001	-0.349271924	0.462550726
8	75200001	-0.349271924	0.140460781
8	75300001	-0.349271924	0.140460781
8	75400001	0.256050886	0.140460781
8	75500001	-0.046610519	0.140460781
8	75600001	-0.046610519	0.140460781
8	75700001	-0.046610519	0.140460781
8	75800001	-0.954594591	-0.181629164
8	75900001	-0.651933222	-0.50371923
8	76000001	-0.651933222	-1.147899242
8	76100001	-0.349271924	-1.469989268
8	76200001	-0.349271924	-1.147899242
8	76300001	-0.349271924	-0.825809256
8	76400001	-0.954594591	-0.825809256
8	76500001	-0.954594591	-0.50371923
8	76600001	-0.954594591	-0.50371923
8	76700001	-0.954594591	-0.50371923
8	76800001	-0.954594591	-0.50371923
8	76900001	-1.257255924	-0.181629164
8	77000001	-0.954594591	0.140460781
8	77100001	-0.954594591	0.462550726
8	77200001	-0.651933222	0.140460781
8	77300001	-0.651933222	-0.181629164
8	77400001	-0.651933222	-0.181629164
8	77500001	-0.651933222	-0.181629164
8	77600001	-0.651933222	-0.181629164
8	77700001	-0.651933222	-0.50371923
8	77800001	-0.349271924	-0.181629164
8	77900001	-0.046610519	-0.181629164
8	78000001	0.558712183	-0.50371923
8	78100001	0.558712183	-0.181629164
8	78200001	0.256050886	0.462550726
8	78300001	0.861373481	0.784640833
8	78400001	0.861373481	0.784640833
8	78500001	0.861373481	0.462550726
8	78600001	1.164034779	0.462550726
8	78700001	1.164034779	0.462550726
8	78800001	0.861373481	0.462550726
8	78900001	0.558712183	0.140460781
8	79000001	-0.349271924	0.462550726
8	79100001	-0.651933222	-0.181629164
8	79200001	-0.651933222	-0.825809256
8	79300001	-0.954594591	-1.147899242
8	79400001	-0.954594591	-0.50371923
8	79500001	-0.954594591	-0.181629164
8	79600001	-0.651933222	-0.181629164
8	79700001	-0.046610519	-0.181629164
8	79800001	0.256050886	-0.181629164
8	79900001	0.256050886	0.140460781
8	80000001	0.256050886	-0.181629164
8	80100001	0.256050886	-0.181629164
8	80200001	0.256050886	-0.181629164
8	80300001	0.256050886	0.140460781
8	80400001	0.256050886	-0.50371923
8	80500001	0.861373481	-0.50371923
8	80600001	0.558712183	-0.50371923
8	80700001	0.256050886	-0.50371923
8	80800001	0.256050886	-0.825809256
8	80900001	0.558712183	-0.825809256
8	81000001	0.861373481	-0.825809256
8	81100001	0.861373481	-0.825809256
8	81200001	0.861373481	-0.825809256
8	81300001	0.861373481	-1.147899242
8	81400001	0.861373481	-1.147899242
8	81500001	0.256050886	-1.469989268
8	81600001	-0.046610519	-1.147899242
8	81700001	-0.349271924	-1.147899242
8	81800001	-0.651933222	-0.825809256
8	81900001	-0.954594591	-1.147899242
8	82000001	-1.257255924	-1.147899242
8	82100001	-0.954594591	-0.50371923
8	82200001	-0.954594591	-0.50371923
8	82300001	-1.257255924	-0.50371923
8	82400001	-1.257255924	-0.50371923
8	82500001	-0.954594591	-0.50371923
8	82600001	-0.954594591	-0.50371923
8	82700001	-0.954594591	-0.50371923
8	82800001	-0.954594591	-0.50371923
8	82900001	-0.954594591	-0.181629164
8	83000001	-0.651933222	-0.181629164
8	83100001	-0.651933222	-0.825809256
8	83200001	-0.651933222	-0.825809256
8	83300001	-0.651933222	-0.825809256
8	83400001	-0.651933222	-0.825809256
8	83500001	-0.651933222	-0.825809256
8	83600001	-0.651933222	-1.147899242
8	83700001	-0.651933222	-1.147899242
8	83800001	-0.046610519	-1.469989268
8	83900001	-0.046610519	-1.792079294
8	84000001	-0.349271924	-1.469989268
8	84100001	-0.651933222	-1.147899242
8	84200001	-0.349271924	-1.147899242
8	84300001	-0.349271924	-1.147899242
8	84400001	-0.349271924	-1.147899242
8	84500001	-0.651933222	-1.147899242
8	84600001	-0.651933222	-1.147899242
8	84700001	-0.651933222	-1.147899242
8	84800001	-0.954594591	-1.147899242
8	84900001	-0.954594591	-1.147899242
8	85000001	-0.651933222	-1.469989268
8	85100001	-0.349271924	-1.792079294
8	85200001	-0.349271924	-1.792079294
8	85300001	-0.349271924	-1.469989268
8	85400001	-0.349271924	-1.147899242
8	85500001	-0.349271924	-0.50371923
8	85600001	-0.349271924	-0.50371923
8	85700001	-0.349271924	-0.50371923
8	85800001	-0.651933222	-0.50371923
8	85900001	-0.651933222	-0.50371923
8	86000001	-0.954594591	-0.181629164
8	86100001	-0.954594591	0.140460781
8	86200001	-0.954594591	0.462550726
8	86300001	-0.954594591	0.784640833
8	86400001	-0.954594591	0.462550726
8	86500001	-0.954594591	0.140460781
8	86600001	-0.954594591	0.462550726
8	86700001	-0.954594591	0.784640833
8	86800001	-0.954594591	0.784640833
8	86900001	-0.954594591	0.784640833
8	87000001	-0.651933222	0.462550726
8	87100001	-0.651933222	0.140460781
8	87200001	-0.954594591	0.140460781
8	87300001	-0.954594591	-0.50371923
8	87400001	-0.954594591	-0.181629164
8	87500001	-0.954594591	-0.181629164
8	87600001	-0.349271924	-0.50371923
8	87700001	-0.349271924	-0.50371923
8	87800001	-0.349271924	-0.50371923
8	87900001	-0.046610519	-0.50371923
8	88000001	-0.349271924	-0.50371923
8	88100001	-0.651933222	-0.50371923
8	88200001	-0.651933222	-0.181629164
8	88300001	-0.349271924	-0.181629164
8	88400001	-0.349271924	-0.181629164
8	88500001	-0.349271924	0.140460781
8	88600001	-0.651933222	0.462550726
8	88700001	-0.349271924	0.140460781
8	88800001	-0.349271924	0.784640833
8	88900001	-0.651933222	1.106730859
8	89000001	-0.651933222	1.750910911
8	89100001	-0.651933222	1.750910911
8	89200001	-0.349271924	1.428820966
8	89300001	-0.349271924	1.750910911
8	89400001	-0.349271924	1.428820966
8	89500001	-0.349271924	0.784640833
8	89600001	-0.651933222	0.462550726
8	89700001	-0.349271924	0.462550726
8	89800001	-0.046610519	0.462550726
8	89900001	-0.046610519	0.784640833
8	90000001	0.256050886	0.140460781
8	90100001	0.256050886	0.462550726
8	90200001	-0.046610519	0.140460781
8	90300001	-0.349271924	-0.181629164
8	90400001	-0.349271924	0.140460781
8	90500001	-0.046610519	1.106730859
8	90600001	-0.046610519	1.106730859
8	90700001	-0.651933222	1.106730859
8	90800001	-0.651933222	1.106730859
8	90900001	-0.651933222	1.428820966
8	91000001	-0.651933222	1.428820966
8	91100001	-0.349271924	1.106730859
8	91200001	-0.349271924	1.106730859
8	91300001	-0.349271924	1.428820966
8	91400001	-0.349271924	1.750910911
8	91500001	-0.651933222	0.784640833
8	91600001	-0.046610519	0.784640833
8	91700001	-0.046610519	0.784640833
8	91800001	-0.046610519	0.140460781
8	91900001	-0.046610519	-0.181629164
8	92000001	-0.349271924	-0.181629164
8	92100001	-0.046610519	-0.181629164
8	92200001	-0.046610519	-0.181629164
8	92300001	-0.046610519	-0.50371923
8	92400001	-0.046610519	-0.50371923
8	92500001	0.256050886	0.462550726
8	92600001	-0.349271924	0.784640833
8	92700001	0.256050886	1.106730859
8	92800001	0.256050886	1.106730859
8	92900001	0.256050886	1.106730859
8	93000001	0.256050886	1.428820966
8	93100001	-0.349271924	1.750910911
8	93200001	-0.349271924	2.717180746
8	93300001	-0.349271924	2.717180746
8	93400001	-0.349271924	2.073000856
8	93500001	-0.349271924	1.428820966
8	93600001	0.256050886	1.428820966
8	93700001	-0.046610519	1.428820966
8	93800001	-0.349271924	1.428820966
8	93900001	0.256050886	0.784640833
8	94000001	0.256050886	0.462550726
8	94100001	0.256050886	1.428820966
8	94200001	0.558712183	0.784640833
8	94300001	0.861373481	1.106730859
8	94400001	1.164034779	1.428820966
8	94500001	1.164034779	1.106730859
8	94600001	0.558712183	0.784640833
8	94700001	0.558712183	0.462550726
8	94800001	0.558712183	0.462550726
8	94900001	-0.046610519	0.462550726
8	95000001	-0.046610519	0.462550726
8	95100001	-0.046610519	0.140460781
8	95200001	-0.349271924	-0.181629164
8	95300001	-0.651933222	-0.181629164
8	95400001	-0.349271924	0.462550726
8	95500001	-0.651933222	0.784640833
8	95600001	-0.349271924	0.784640833
8	95700001	-0.651933222	1.106730859
8	95800001	-0.651933222	1.106730859
8	95900001	-0.651933222	1.428820966
8	96000001	-0.046610519	1.428820966
8	96100001	0.256050886	0.462550726
8	96200001	0.558712183	0.784640833
8	96300001	1.164034779	0.784640833
8	96400001	1.164034779	-0.181629164
8	96500001	1.164034779	-0.50371923
8	96600001	1.164034779	-0.50371923
8	96700001	1.164034779	-0.825809256
8	96800001	1.164034779	-0.825809256
8	96900001	1.466696076	-0.825809256
8	97000001	0.861373481	-0.50371923
8	97100001	1.164034779	-0.50371923
8	97200001	1.164034779	-0.50371923
8	97300001	0.861373481	-0.825809256
